Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,13,0,14,13,0,0,9
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,18,0,25,18,0,0,13
120.0,36,21,2,29,19,0,2,17
130.0,44,23,2,32,21,0,2,19
140.0,44,26,2,34,24,0,2,21
150.0,48,27,3,34,25,1,2,21
160.0,48,30,8,36,24,2,6,23
170.0,56,32,10,36,24,2,8,23
180.0,56,36,13,36,25,2,11,23
190.0,60,41,14,36,29,2,12,23
200.0,60,42,20,38,24,2,18,25
210.0,60,44,21,38,25,2,19,25
220.0,60,45,25,38,22,2,23,25
230.0,60,45,26,38,21,2,24,25
240.0,60,45,26,39,21,2,24,26
250.0,60,45,26,39,21,2,24,26
260.0,60,45,26,39,21,2,24,26
270.0,60,45,26,41,21,2,24,27
280.0,60,45,26,44,21,2,24,29
290.0,60,45,26,47,21,2,24,32
300.0,60,45,26,49,21,2,24,34
310.0,60,45,26,50,21,2,24,35
