Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,10,0,12,10,0,0,9
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,25,20,0,0,15
120.0,36,23,2,28,21,0,2,18
130.0,44,25,3,30,22,0,3,19
140.0,44,30,3,31,27,0,3,20
150.0,48,32,3,35,29,0,3,23
160.0,48,33,4,38,29,0,4,26
170.0,56,35,5,39,30,0,5,27
180.0,56,38,5,42,33,0,5,29
190.0,60,42,7,43,36,1,6,30
200.0,60,43,9,47,35,1,8,34
210.0,60,45,9,48,37,1,8,34
220.0,60,45,12,48,34,1,11,34
230.0,60,45,12,48,34,1,11,34
240.0,60,45,14,50,32,1,13,36
250.0,60,45,14,50,32,1,13,36
260.0,60,45,14,51,32,1,13,37
270.0,60,45,14,51,32,1,13,37
280.0,60,45,14,52,32,1,13,38
290.0,60,45,14,52,32,1,13,38
300.0,60,45,14,52,32,1,13,38
310.0,60,45,14,52,32,1,13,38
