Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,26,20,0,0,16
120.0,36,24,2,29,22,0,2,19
130.0,44,24,2,32,22,0,2,21
140.0,44,28,2,34,26,0,2,23
150.0,48,31,5,37,26,0,5,25
160.0,48,33,6,37,27,0,6,25
170.0,56,35,10,37,25,0,10,25
180.0,56,39,11,38,28,0,11,26
190.0,60,44,12,38,32,0,12,26
200.0,60,45,18,39,27,0,18,27
210.0,60,48,20,39,28,0,20,27
220.0,60,48,23,39,25,0,23,27
230.0,60,48,23,40,25,0,23,28
240.0,60,48,23,41,25,0,23,29
250.0,60,48,23,41,25,0,23,29
260.0,60,48,23,41,25,0,23,29
270.0,60,48,23,42,25,0,23,30
280.0,60,48,23,45,25,0,23,33
290.0,60,48,23,45,25,0,23,33
300.0,60,48,23,48,25,0,23,36
310.0,60,48,23,48,25,0,23,36
