Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,14,0,14,14,0,0,10
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,2,24,18,0,2,14
120.0,36,24,4,28,20,0,4,18
130.0,44,26,7,29,19,0,7,19
140.0,44,31,7,29,24,0,7,19
150.0,48,33,8,32,25,0,8,22
160.0,48,34,10,34,24,0,10,24
170.0,56,38,12,36,26,0,12,26
180.0,56,41,12,38,29,0,12,28
190.0,60,46,12,39,34,0,12,29
200.0,60,46,16,43,30,0,16,33
210.0,60,49,17,44,32,0,17,34
220.0,60,50,20,45,30,0,20,35
230.0,60,50,20,46,30,0,20,36
240.0,60,50,20,48,30,0,20,38
250.0,60,50,20,50,30,0,20,40
260.0,60,50,20,51,30,0,20,41
270.0,60,50,20,51,30,0,20,41
280.0,60,50,20,53,30,0,20,43
290.0,60,50,20,53,30,0,20,43
300.0,60,50,20,54,30,0,20,44
310.0,60,50,20,54,30,0,20,44
