Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,13,0,12,13,0,0,9
70.0,24,15,0,15,15,0,0,12
80.0,24,15,0,18,15,0,0,15
90.0,32,15,0,22,15,0,0,15
100.0,32,19,0,23,19,0,0,15
110.0,36,20,0,25,20,0,0,15
120.0,36,24,2,29,22,0,2,19
130.0,44,25,2,33,23,0,2,22
140.0,44,30,2,33,28,0,2,22
150.0,48,31,4,34,28,1,3,22
160.0,48,33,6,37,28,1,5,25
170.0,56,34,7,38,28,1,6,26
180.0,56,38,7,40,32,1,6,28
190.0,60,43,7,40,37,1,6,28
200.0,60,43,13,43,31,1,12,31
210.0,60,46,14,45,33,1,13,33
220.0,60,47,15,46,33,1,14,34
230.0,60,47,16,46,32,1,15,34
240.0,60,47,17,47,31,1,16,35
250.0,60,47,17,47,31,1,16,35
260.0,60,47,17,47,31,1,16,35
270.0,60,47,17,47,31,1,16,35
280.0,60,47,17,50,31,1,16,37
290.0,60,47,17,51,31,1,16,38
300.0,60,47,17,51,31,1,16,38
310.0,60,47,17,51,31,1,16,38
