Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,8,0,3,8,0,0,3
40.0,12,8,0,6,8,0,0,6
50.0,20,9,0,8,9,0,0,6
60.0,20,10,0,12,10,0,0,10
70.0,24,15,1,14,14,0,1,11
80.0,24,16,1,18,15,0,1,15
90.0,32,16,1,22,15,0,1,16
100.0,32,20,1,23,19,0,1,16
110.0,36,22,1,26,21,0,1,18
120.0,36,22,1,30,21,0,1,22
130.0,44,23,1,34,22,0,1,23
140.0,44,28,1,35,27,0,1,23
150.0,48,30,3,39,27,0,3,25
160.0,48,32,3,40,29,0,3,26
170.0,56,33,4,42,29,0,4,28
180.0,56,40,4,45,36,0,4,31
190.0,60,42,6,45,36,0,6,31
200.0,60,44,7,50,37,0,7,36
210.0,60,46,9,51,37,0,9,37
220.0,60,46,10,51,36,0,10,37
230.0,60,46,10,52,36,0,10,38
240.0,60,46,10,53,36,0,10,39
250.0,60,46,10,53,36,0,10,39
260.0,60,46,10,53,36,0,10,39
270.0,60,46,10,54,36,0,10,40
280.0,60,46,10,56,36,0,10,42
290.0,60,46,10,56,36,0,10,42
300.0,60,46,10,56,36,0,10,42
310.0,60,46,10,57,36,0,10,43
