Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,14,2,13,12,0,2,9
80.0,24,16,2,16,14,0,2,12
90.0,32,16,2,19,14,0,2,13
100.0,32,22,2,21,20,0,2,14
110.0,36,22,2,23,20,0,2,15
120.0,36,26,4,27,22,0,4,19
130.0,44,27,5,29,22,0,5,21
140.0,44,32,6,30,26,0,6,22
150.0,48,35,8,31,27,0,8,22
160.0,48,38,9,34,29,0,9,25
170.0,56,38,9,36,29,0,9,27
180.0,56,43,11,37,32,0,11,28
190.0,60,46,13,37,34,1,12,28
200.0,60,48,18,40,31,1,17,31
210.0,60,50,19,40,32,1,18,31
220.0,60,50,23,40,28,1,22,31
230.0,60,50,23,41,28,1,22,32
240.0,60,50,23,42,28,1,22,33
250.0,60,50,23,42,28,1,22,33
260.0,60,50,23,44,28,1,22,35
270.0,60,50,23,45,28,1,22,36
280.0,60,50,23,47,28,1,22,38
290.0,60,50,23,47,28,1,22,38
300.0,60,50,23,48,28,1,22,39
310.0,60,50,23,48,28,1,22,39
