Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,9,0,12,9,0,0,9
70.0,24,13,0,15,13,0,0,11
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,0,26,19,0,0,15
120.0,36,21,2,29,19,0,2,18
130.0,44,22,3,32,19,0,3,20
140.0,44,26,3,33,23,0,3,20
150.0,48,28,3,37,25,0,3,23
160.0,48,31,4,39,28,1,3,25
170.0,56,31,6,41,27,2,4,27
180.0,56,36,7,41,31,2,5,27
190.0,60,39,9,41,32,2,7,27
200.0,60,39,11,44,30,2,9,30
210.0,60,43,13,46,32,2,11,32
220.0,60,43,13,47,32,2,11,33
230.0,60,43,14,47,31,2,12,33
240.0,60,43,14,48,31,2,12,34
250.0,60,43,14,48,31,2,12,34
260.0,60,43,14,49,31,2,12,35
270.0,60,43,14,49,31,2,12,35
280.0,60,43,14,51,31,2,12,35
290.0,60,43,14,52,31,2,12,35
300.0,60,43,14,54,31,2,12,37
310.0,60,43,14,55,31,2,12,38
