Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,7,0,8,7,0,0,5
60.0,20,9,0,12,9,0,0,7
70.0,24,12,1,13,11,0,1,7
80.0,24,14,2,17,12,0,2,11
90.0,32,14,2,20,12,0,2,13
100.0,32,19,2,22,17,0,2,13
110.0,36,20,2,24,18,0,2,14
120.0,36,23,3,28,20,0,3,18
130.0,44,23,3,31,20,0,3,19
140.0,44,27,3,32,24,0,3,20
150.0,48,31,3,37,28,0,3,25
160.0,48,35,3,40,32,0,3,28
170.0,56,35,3,43,32,0,3,31
180.0,56,39,4,44,35,0,4,32
190.0,60,44,5,46,39,0,5,34
200.0,60,45,9,48,36,0,9,36
210.0,60,47,9,49,38,0,9,37
220.0,60,48,11,51,37,0,11,39
230.0,60,48,11,52,37,0,11,40
240.0,60,48,11,53,37,0,11,41
250.0,60,48,11,53,37,0,11,41
260.0,60,48,11,53,37,0,11,41
270.0,60,48,11,53,37,0,11,41
280.0,60,48,11,53,37,0,11,41
290.0,60,48,11,53,37,0,11,41
300.0,60,48,11,53,37,0,11,41
310.0,60,48,11,53,37,0,11,41
