Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,7,0,6,7,0,0,4
50.0,20,8,0,8,8,0,0,4
60.0,20,10,0,12,10,0,0,8
70.0,24,13,0,15,13,0,0,11
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,2,25,17,0,2,14
120.0,36,22,3,27,19,0,3,16
130.0,44,25,3,30,22,0,3,19
140.0,44,32,4,30,28,0,4,19
150.0,48,33,7,33,26,0,7,22
160.0,48,35,8,35,27,0,8,24
170.0,56,36,11,36,25,0,11,25
180.0,56,39,13,36,26,0,13,25
190.0,60,45,14,36,31,0,14,25
200.0,60,46,15,40,31,0,15,29
210.0,60,48,19,40,29,0,19,29
220.0,60,49,21,41,28,0,21,30
230.0,60,49,21,42,28,0,21,31
240.0,60,49,21,45,28,0,21,34
250.0,60,49,21,45,28,0,21,34
260.0,60,49,21,46,28,0,21,35
270.0,60,49,21,46,28,0,21,35
280.0,60,49,21,49,28,0,21,38
290.0,60,49,21,52,28,0,21,41
300.0,60,49,21,54,28,0,21,43
310.0,60,49,21,55,28,0,21,44
