Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,6,0,6,6,0,0,4
50.0,20,7,0,8,7,0,0,4
60.0,20,9,0,12,9,0,0,7
70.0,24,13,0,16,13,0,0,11
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,0,26,19,0,0,15
120.0,36,19,0,30,19,0,0,19
130.0,44,20,0,34,20,0,0,20
140.0,44,24,0,35,24,0,0,20
150.0,48,26,2,39,25,1,1,23
160.0,48,28,2,40,27,1,1,24
170.0,56,28,3,42,26,1,2,25
180.0,56,32,3,44,30,1,2,26
190.0,60,37,6,44,32,1,5,26
200.0,60,38,8,47,31,1,7,29
210.0,60,40,10,48,31,1,9,30
220.0,60,41,11,49,31,1,10,31
230.0,60,41,12,49,30,1,11,31
240.0,60,41,12,49,30,1,11,31
250.0,60,41,12,49,30,1,11,31
260.0,60,41,12,49,30,1,11,31
270.0,60,41,12,51,30,1,11,32
280.0,60,41,12,51,30,1,11,32
290.0,60,41,12,51,30,1,11,32
300.0,60,41,12,51,30,1,11,32
310.0,60,41,12,53,30,1,11,34
