Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,2,4,6,0,2,3
50.0,20,11,2,5,9,0,2,4
60.0,20,16,5,6,11,0,5,5
70.0,24,17,7,7,10,0,7,6
80.0,24,20,10,10,10,0,10,9
90.0,32,22,13,10,9,0,13,9
100.0,32,27,14,11,13,0,14,10
110.0,36,29,17,11,12,0,17,10
120.0,36,33,22,12,11,0,22,11
130.0,44,34,25,13,9,0,25,12
140.0,44,39,25,13,14,0,25,12
150.0,48,42,31,15,12,1,30,14
160.0,48,44,33,17,12,1,32,16
170.0,56,45,35,19,11,1,34,17
180.0,56,48,38,23,11,1,37,21
190.0,60,54,40,24,15,1,39,22
200.0,60,55,45,27,11,1,44,25
210.0,60,58,46,30,13,1,45,28
220.0,60,58,48,31,11,1,47,29
230.0,60,58,48,34,11,1,47,32
240.0,60,58,48,39,11,1,47,37
250.0,60,58,48,41,11,1,47,39
260.0,60,58,48,42,11,1,47,40
270.0,60,58,48,42,11,1,47,40
280.0,60,58,48,46,11,1,47,44
290.0,60,58,48,48,11,1,47,46
300.0,60,58,48,50,11,1,47,48
310.0,60,59,48,52,11,0,48,51
