Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,1,6,0,0,0
40.0,12,9,2,4,8,1,1,3
50.0,20,10,2,4,9,1,1,3
60.0,20,14,3,7,12,1,2,6
70.0,24,17,5,10,13,1,4,9
80.0,24,20,7,12,14,1,6,11
90.0,32,22,9,14,14,1,8,13
100.0,32,26,9,15,18,1,8,14
110.0,36,28,10,17,19,1,9,16
120.0,36,32,13,18,20,1,12,17
130.0,44,34,15,20,20,1,14,19
140.0,44,37,16,20,22,1,15,19
150.0,48,42,21,21,22,1,20,20
160.0,48,43,21,26,23,1,20,24
170.0,56,45,23,27,23,1,22,25
180.0,56,50,24,29,27,1,23,27
190.0,60,54,25,30,30,1,24,28
200.0,60,55,28,35,28,1,27,33
210.0,60,58,29,38,30,1,28,36
220.0,60,58,31,39,28,1,30,37
230.0,60,58,32,40,27,1,31,38
240.0,60,58,32,42,27,1,31,40
250.0,60,58,32,45,27,1,31,43
260.0,60,58,32,47,27,1,31,45
270.0,60,58,32,48,27,1,31,46
280.0,60,58,32,49,27,1,31,47
290.0,60,58,32,51,27,1,31,49
300.0,60,58,32,52,27,1,31,50
310.0,60,58,32,53,27,1,31,51
