Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,8,4,3,4,0,4,2
50.0,20,11,4,3,7,0,4,2
60.0,20,15,7,4,8,0,7,3
70.0,24,17,9,7,8,0,9,6
80.0,24,20,13,8,7,0,13,7
90.0,32,23,15,9,8,0,15,8
100.0,32,26,15,11,11,0,15,10
110.0,36,29,17,13,12,0,17,12
120.0,36,32,21,16,11,0,21,15
130.0,44,35,23,17,12,0,23,16
140.0,44,39,24,17,15,0,24,16
150.0,48,43,30,17,13,0,30,16
160.0,48,43,31,22,12,0,31,21
170.0,56,46,34,22,12,0,34,21
180.0,56,51,34,27,17,0,34,26
190.0,60,54,37,27,17,0,37,26
200.0,60,56,40,34,16,0,40,33
210.0,60,58,42,34,16,0,42,33
220.0,60,59,43,38,16,0,43,37
230.0,60,59,43,41,16,0,43,40
240.0,60,59,43,42,16,0,43,41
250.0,60,59,43,43,16,0,43,42
260.0,60,59,43,45,16,0,43,44
270.0,60,59,43,47,16,0,43,46
280.0,60,59,43,50,16,0,43,49
290.0,60,59,43,52,16,0,43,51
300.0,60,59,43,54,16,0,43,53
310.0,60,59,43,55,16,0,43,54
