Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,6,0,6,6,0,0,4
50.0,20,7,0,8,7,0,0,4
60.0,20,11,0,12,11,0,0,7
70.0,24,13,0,15,13,0,0,10
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,0,25,19,0,0,14
120.0,36,19,0,30,19,0,0,19
130.0,44,21,0,34,21,0,0,21
140.0,44,26,0,35,26,0,0,21
150.0,48,26,0,38,26,0,0,22
160.0,48,27,0,42,27,0,0,26
170.0,56,28,0,46,28,0,0,27
180.0,56,31,0,47,31,0,0,28
190.0,60,37,0,49,37,0,0,30
200.0,60,39,2,52,37,0,2,33
210.0,60,40,3,54,37,0,3,35
220.0,60,41,4,56,37,0,4,37
230.0,60,41,4,57,37,0,4,38
240.0,60,41,4,57,37,0,4,38
250.0,60,41,4,57,37,0,4,38
260.0,60,41,4,57,37,0,4,38
270.0,60,41,4,57,37,0,4,38
280.0,60,41,4,57,37,0,4,38
290.0,60,41,4,57,37,0,4,38
300.0,60,41,4,57,37,0,4,38
310.0,60,41,4,57,37,0,4,38
