Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,10,0,11,10,0,0,8
70.0,24,14,0,15,14,0,0,12
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,0,26,19,0,0,15
120.0,36,19,0,30,19,0,0,19
130.0,44,21,0,34,21,0,0,21
140.0,44,25,0,35,25,0,0,21
150.0,48,28,2,38,26,0,2,22
160.0,48,29,3,39,26,0,3,23
170.0,56,31,4,41,27,0,4,25
180.0,56,37,4,43,33,0,4,27
190.0,60,39,5,43,34,0,5,27
200.0,60,41,6,48,35,0,6,32
210.0,60,44,7,50,37,0,7,34
220.0,60,44,7,53,37,0,7,37
230.0,60,44,7,54,37,0,7,38
240.0,60,44,7,54,37,0,7,38
250.0,60,44,7,54,37,0,7,38
260.0,60,44,7,54,37,0,7,38
270.0,60,44,7,55,37,0,7,39
280.0,60,44,7,57,37,0,7,41
290.0,60,44,7,58,37,0,7,42
300.0,60,44,7,58,37,0,7,42
310.0,60,44,7,59,37,0,7,43
