Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,9,2,5,7,0,2,4
50.0,20,10,2,6,8,0,2,4
60.0,20,14,2,10,12,0,2,8
70.0,24,16,2,13,14,0,2,11
80.0,24,18,2,17,16,0,2,15
90.0,32,19,2,20,17,0,2,16
100.0,32,24,2,22,22,0,2,18
110.0,36,25,2,25,23,0,2,20
120.0,36,28,4,28,24,0,4,23
130.0,44,29,5,30,24,0,5,23
140.0,44,36,5,31,31,0,5,24
150.0,48,36,9,33,27,0,9,26
160.0,48,38,10,37,28,0,10,30
170.0,56,40,11,38,29,0,11,31
180.0,56,46,12,40,34,0,12,33
190.0,60,48,13,41,35,0,13,34
200.0,60,49,19,42,31,1,18,35
210.0,60,52,22,42,31,1,21,35
220.0,60,52,23,43,30,1,22,36
230.0,60,52,25,43,28,1,24,36
240.0,60,52,25,44,28,1,24,37
250.0,60,52,25,44,28,1,24,37
260.0,60,52,25,45,28,1,24,38
270.0,60,52,25,47,28,1,24,40
280.0,60,52,25,48,28,1,24,41
290.0,60,52,25,48,28,1,24,41
300.0,60,52,25,48,28,1,24,41
310.0,60,52,25,48,28,1,24,41
