Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,12,0,12,12,0,0,8
70.0,24,14,0,14,14,0,0,10
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,0,26,19,0,0,16
120.0,36,19,0,30,19,0,0,19
130.0,44,21,1,33,20,0,1,20
140.0,44,26,1,34,25,0,1,20
150.0,48,29,3,38,26,0,3,23
160.0,48,30,3,40,27,0,3,25
170.0,56,31,3,42,28,0,3,27
180.0,56,36,5,43,31,0,5,27
190.0,60,40,5,43,35,0,5,27
200.0,60,43,9,47,34,0,9,31
210.0,60,43,10,48,34,1,9,32
220.0,60,43,11,49,33,1,10,33
230.0,60,43,12,49,32,1,11,33
240.0,60,43,12,49,32,1,11,33
250.0,60,43,12,49,32,1,11,33
260.0,60,43,12,51,32,1,11,34
270.0,60,43,13,52,31,1,12,35
280.0,60,43,13,52,31,1,12,35
290.0,60,43,13,52,31,1,12,35
300.0,60,43,13,53,31,1,12,36
310.0,60,43,13,53,31,1,12,36
