Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,9,2,5,7,0,2,4
50.0,20,10,2,6,8,0,2,4
60.0,20,14,2,10,12,0,2,8
70.0,24,15,5,11,11,1,4,9
80.0,24,19,6,14,14,1,5,12
90.0,32,21,8,16,14,1,7,14
100.0,32,24,8,16,17,1,7,14
110.0,36,27,9,16,19,1,8,14
120.0,36,30,12,20,19,1,11,18
130.0,44,33,13,22,21,1,12,20
140.0,44,38,15,22,24,1,14,20
150.0,48,40,18,22,23,1,17,20
160.0,48,42,22,24,21,1,21,22
170.0,56,44,24,25,21,1,23,23
180.0,56,48,25,26,24,1,24,24
190.0,60,52,26,26,27,1,25,24
200.0,60,53,32,31,23,2,30,28
210.0,60,55,34,31,23,2,32,28
220.0,60,56,36,33,22,2,34,30
230.0,60,56,37,33,21,2,35,30
240.0,60,56,37,37,21,2,35,34
250.0,60,56,37,38,21,2,35,35
260.0,60,56,37,40,21,2,35,37
270.0,60,56,37,40,21,2,35,37
280.0,60,56,37,45,21,2,35,42
290.0,60,56,37,49,21,2,35,46
300.0,60,56,37,49,21,2,35,46
310.0,60,56,37,50,21,2,35,47
