Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,14,0,11,14,0,0,8
70.0,24,15,0,14,15,0,0,11
80.0,24,18,2,17,16,0,2,14
90.0,32,19,2,19,17,0,2,15
100.0,32,23,4,20,19,0,4,16
110.0,36,27,5,21,22,0,5,17
120.0,36,29,6,25,23,0,6,21
130.0,44,32,8,26,24,0,8,22
140.0,44,37,8,28,29,0,8,24
150.0,48,40,8,30,32,0,8,26
160.0,48,42,10,34,32,0,10,30
170.0,56,42,11,34,31,0,11,30
180.0,56,45,12,36,33,0,12,31
190.0,60,51,14,37,37,0,14,32
200.0,60,52,16,42,36,0,16,37
210.0,60,54,18,42,37,1,17,37
220.0,60,54,20,45,35,1,19,40
230.0,60,54,21,46,34,1,20,41
240.0,60,54,21,47,34,1,20,42
250.0,60,54,21,47,34,1,20,42
260.0,60,54,21,48,34,1,20,43
270.0,60,54,21,48,34,1,20,43
280.0,60,54,21,50,34,1,20,45
290.0,60,54,21,51,34,1,20,46
300.0,60,54,21,52,34,1,20,47
310.0,60,54,21,53,34,1,20,48
