Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,11,0,9,11,0,0,6
70.0,24,14,0,14,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,2,24,18,0,2,14
120.0,36,22,2,29,20,0,2,19
130.0,44,23,3,32,20,0,3,20
140.0,44,28,3,32,25,0,3,20
150.0,48,31,5,35,26,0,5,22
160.0,48,33,5,37,28,0,5,24
170.0,56,34,7,37,27,0,7,24
180.0,56,39,7,40,32,0,7,27
190.0,60,43,7,41,36,0,7,28
200.0,60,43,10,44,33,0,10,31
210.0,60,47,11,46,36,0,11,33
220.0,60,47,14,46,33,0,14,33
230.0,60,47,14,46,33,0,14,33
240.0,60,47,15,47,32,0,15,34
250.0,60,47,15,48,32,0,15,35
260.0,60,47,15,49,32,0,15,36
270.0,60,47,15,49,32,0,15,36
280.0,60,47,15,49,32,0,15,36
290.0,60,47,15,50,32,0,15,37
300.0,60,47,15,52,32,0,15,39
310.0,60,47,15,52,32,0,15,39
