Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,9,0,12,9,0,0,8
70.0,24,12,0,14,12,0,0,8
80.0,24,12,0,18,12,0,0,12
90.0,32,12,0,22,12,0,0,12
100.0,32,16,0,23,16,0,0,12
110.0,36,18,1,24,17,0,1,12
120.0,36,21,2,28,19,0,2,16
130.0,44,24,4,29,20,0,4,17
140.0,44,29,5,30,24,0,5,18
150.0,48,31,7,31,24,0,7,19
160.0,48,34,9,35,25,0,9,23
170.0,56,35,11,35,24,0,11,23
180.0,56,37,12,37,25,0,12,25
190.0,60,43,14,37,29,0,14,25
200.0,60,45,19,39,26,0,19,27
210.0,60,48,22,39,26,0,22,27
220.0,60,48,24,39,24,0,24,27
230.0,60,48,24,40,24,0,24,28
240.0,60,48,24,42,24,0,24,30
250.0,60,48,24,43,24,0,24,31
260.0,60,48,24,44,24,0,24,32
270.0,60,48,24,44,24,0,24,32
280.0,60,48,24,46,24,0,24,34
290.0,60,48,24,47,24,0,24,35
300.0,60,48,24,51,24,0,24,39
310.0,60,48,24,53,24,0,24,41
