Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,8,0,6,8,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,8,0,11,8,0,0,7
70.0,24,12,1,14,11,0,1,9
80.0,24,13,2,16,12,1,1,11
90.0,32,14,3,18,12,1,2,11
100.0,32,18,3,20,16,1,2,12
110.0,36,19,3,22,17,1,2,12
120.0,36,24,6,26,19,1,5,16
130.0,44,25,8,27,18,1,7,17
140.0,44,29,9,28,21,1,8,18
150.0,48,33,12,31,22,1,11,21
160.0,48,34,13,32,22,1,12,22
170.0,56,36,15,33,22,1,14,23
180.0,56,41,18,33,24,1,17,23
190.0,60,45,19,33,27,1,18,23
200.0,60,47,24,39,24,1,23,28
210.0,60,48,25,42,24,1,24,31
220.0,60,49,28,44,22,1,27,33
230.0,60,49,28,45,22,1,27,34
240.0,60,49,28,45,22,1,27,34
250.0,60,49,28,46,22,1,27,35
260.0,60,49,28,47,22,1,27,36
270.0,60,49,28,47,22,1,27,36
280.0,60,49,28,50,22,1,27,39
290.0,60,49,28,51,22,1,27,40
300.0,60,49,28,53,22,1,27,42
310.0,60,49,28,53,22,1,27,42
