Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,9,0,12,9,0,0,9
70.0,24,14,0,14,14,0,0,10
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,0,25,19,0,0,14
120.0,36,21,3,28,18,0,3,17
130.0,44,23,4,31,19,0,4,20
140.0,44,29,4,32,25,0,4,21
150.0,48,30,6,35,24,0,6,23
160.0,48,34,8,37,26,0,8,25
170.0,56,35,9,38,26,0,9,26
180.0,56,40,11,39,29,0,11,27
190.0,60,44,12,39,32,0,12,27
200.0,60,46,16,41,30,0,16,29
210.0,60,48,16,43,32,0,16,31
220.0,60,48,19,43,29,0,19,31
230.0,60,48,20,43,28,0,20,31
240.0,60,48,20,45,28,0,20,33
250.0,60,48,20,46,28,0,20,34
260.0,60,48,20,46,28,0,20,34
270.0,60,48,20,46,28,0,20,34
280.0,60,48,20,47,28,0,20,35
290.0,60,48,20,48,28,0,20,36
300.0,60,48,20,50,28,0,20,38
310.0,60,48,20,50,28,0,20,38
