Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,12,0,12,12,0,0,8
70.0,24,13,0,15,13,0,0,10
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,18,0,27,18,0,0,16
120.0,36,18,0,30,18,0,0,18
130.0,44,20,0,34,20,0,0,20
140.0,44,22,0,35,22,0,0,20
150.0,48,27,0,42,27,0,0,25
160.0,48,27,0,42,27,0,0,25
170.0,56,27,0,44,27,0,0,25
180.0,56,30,0,47,30,0,0,27
190.0,60,33,0,49,33,0,0,28
200.0,60,35,1,54,34,0,1,32
210.0,60,35,1,58,34,0,1,34
220.0,60,35,1,59,34,0,1,35
230.0,60,35,1,60,34,0,1,35
240.0,60,35,1,60,34,0,1,35
250.0,60,35,1,60,34,0,1,35
260.0,60,35,1,60,34,0,1,35
270.0,60,35,1,60,34,0,1,35
280.0,60,35,1,60,34,0,1,35
290.0,60,35,1,60,34,0,1,35
300.0,60,35,1,60,34,0,1,35
310.0,60,35,1,60,34,0,1,35
