Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,13,0,16,13,0,0,12
80.0,24,16,2,16,15,1,1,12
90.0,32,17,3,19,15,1,2,13
100.0,32,21,4,19,18,1,3,13
110.0,36,22,6,20,17,1,5,14
120.0,36,26,8,23,19,1,7,16
130.0,44,28,10,25,19,1,9,18
140.0,44,32,10,27,23,1,9,20
150.0,48,36,14,30,23,1,13,23
160.0,48,37,14,31,24,1,13,24
170.0,56,39,16,32,24,1,15,25
180.0,56,43,18,32,26,1,17,25
190.0,60,46,19,32,29,2,17,25
200.0,60,48,23,37,28,3,20,29
210.0,60,50,25,40,28,3,22,32
220.0,60,50,26,42,27,3,23,34
230.0,60,50,26,44,27,3,23,36
240.0,60,50,26,46,27,3,23,38
250.0,60,50,26,47,27,3,23,39
260.0,60,50,26,47,27,3,23,39
270.0,60,50,26,50,27,3,23,42
280.0,60,50,26,50,27,3,23,42
290.0,60,50,26,51,27,3,23,43
300.0,60,50,26,54,27,3,23,46
310.0,60,50,26,54,27,3,23,46
