Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,7,2,4,6,1,1,3
50.0,20,9,2,6,8,1,1,4
60.0,20,10,2,8,9,1,1,6
70.0,24,16,3,9,14,1,2,7
80.0,24,18,7,10,12,1,6,8
90.0,32,20,8,13,13,1,7,11
100.0,32,26,9,13,18,1,8,11
110.0,36,28,10,13,19,1,9,11
120.0,36,30,13,15,18,1,12,13
130.0,44,32,17,15,16,1,16,13
140.0,44,37,17,15,21,1,16,13
150.0,48,41,23,15,19,1,22,13
160.0,48,42,24,18,19,1,23,15
170.0,56,45,27,18,19,1,26,15
180.0,56,48,28,19,21,1,27,16
190.0,60,51,30,20,22,1,29,17
200.0,60,53,36,23,19,2,34,20
210.0,60,55,37,23,20,2,35,20
220.0,60,56,40,26,18,2,38,23
230.0,60,56,41,26,17,2,39,23
240.0,60,56,41,30,17,2,39,27
250.0,60,56,41,34,17,2,39,31
260.0,60,56,41,36,17,2,39,33
270.0,60,56,41,39,17,2,39,36
280.0,60,56,41,42,17,2,39,39
290.0,60,56,42,44,16,2,40,41
300.0,60,56,42,45,16,2,40,42
310.0,60,56,42,46,16,2,40,43
