Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,13,0,15,13,0,0,10
80.0,24,14,0,18,14,0,0,13
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,0,27,19,0,0,17
120.0,36,21,0,30,21,0,0,20
130.0,44,22,0,34,22,0,0,22
140.0,44,26,0,35,26,0,0,22
150.0,48,29,2,40,28,1,1,26
160.0,48,29,2,41,28,1,1,27
170.0,56,31,4,42,28,1,3,27
180.0,56,35,5,44,31,1,4,29
190.0,60,40,6,44,35,1,5,29
200.0,60,43,9,48,35,1,8,33
210.0,60,44,10,50,35,1,9,35
220.0,60,44,12,50,33,1,11,35
230.0,60,44,12,51,33,1,11,36
240.0,60,44,12,51,33,1,11,36
250.0,60,44,12,51,33,1,11,36
260.0,60,44,12,51,33,1,11,36
270.0,60,44,12,52,33,1,11,36
280.0,60,44,12,52,33,1,11,36
290.0,60,44,12,53,33,1,11,37
300.0,60,44,12,54,33,1,11,38
310.0,60,44,12,54,33,1,11,38
