Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,9,2,4,7,0,2,3
50.0,20,11,2,4,9,0,2,3
60.0,20,15,3,7,12,0,3,6
70.0,24,17,4,10,13,0,4,9
80.0,24,22,6,12,16,0,6,11
90.0,32,23,7,13,16,0,7,12
100.0,32,29,9,13,20,0,9,12
110.0,36,30,12,13,18,0,12,12
120.0,36,31,14,15,17,0,14,14
130.0,44,35,17,16,18,0,17,15
140.0,44,41,19,16,22,0,19,15
150.0,48,41,23,17,18,0,23,16
160.0,48,43,26,20,17,0,26,19
170.0,56,46,28,21,18,0,28,20
180.0,56,51,30,22,21,0,30,21
190.0,60,55,32,23,23,0,32,22
200.0,60,57,37,25,20,0,37,24
210.0,60,59,39,25,20,0,39,24
220.0,60,59,42,27,17,0,42,26
230.0,60,59,42,29,17,0,42,28
240.0,60,59,42,33,17,0,42,32
250.0,60,59,42,34,17,0,42,33
260.0,60,59,42,37,17,0,42,36
270.0,60,59,42,38,17,0,42,37
280.0,60,59,42,40,17,0,42,39
290.0,60,59,42,42,17,0,42,41
300.0,60,59,42,44,17,0,42,43
310.0,60,59,42,44,17,0,42,43
