Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,7,0,6,7,0,0,4
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,12,0,15,12,0,0,9
80.0,24,12,0,18,12,0,0,12
90.0,32,12,0,22,12,0,0,12
100.0,32,16,0,23,16,0,0,12
110.0,36,18,0,27,18,0,0,15
120.0,36,20,2,29,18,0,2,17
130.0,44,21,2,33,19,0,2,20
140.0,44,25,2,34,23,0,2,20
150.0,48,26,3,39,23,0,3,23
160.0,48,28,4,40,24,0,4,24
170.0,56,29,4,44,25,0,4,26
180.0,56,36,4,45,32,0,4,27
190.0,60,38,6,45,32,0,6,27
200.0,60,40,10,49,30,0,10,31
210.0,60,41,11,51,30,0,11,33
220.0,60,42,12,52,30,0,12,34
230.0,60,42,12,53,30,0,12,35
240.0,60,42,12,54,30,0,12,36
250.0,60,42,12,54,30,0,12,36
260.0,60,42,12,54,30,0,12,36
270.0,60,42,12,54,30,0,12,36
280.0,60,42,12,55,30,0,12,37
290.0,60,42,12,55,30,0,12,37
300.0,60,42,12,55,30,0,12,37
310.0,60,42,12,56,30,0,12,38
