Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,6,0,6,6,0,0,4
50.0,20,7,0,8,7,0,0,4
60.0,20,9,0,12,9,0,0,7
70.0,24,12,0,15,12,0,0,9
80.0,24,12,0,18,12,0,0,12
90.0,32,12,0,22,12,0,0,12
100.0,32,16,0,23,16,0,0,12
110.0,36,18,1,26,17,0,1,14
120.0,36,19,2,29,17,0,2,17
130.0,44,21,3,33,18,0,3,19
140.0,44,25,3,33,22,0,3,19
150.0,48,28,4,39,24,0,4,23
160.0,48,29,5,40,24,0,5,24
170.0,56,31,7,42,24,0,7,26
180.0,56,36,7,44,29,0,7,28
190.0,60,40,7,46,33,0,7,30
200.0,60,42,9,51,33,0,9,35
210.0,60,44,11,52,33,0,11,36
220.0,60,44,13,52,31,0,13,36
230.0,60,44,14,52,30,0,14,36
240.0,60,44,14,53,30,0,14,37
250.0,60,44,14,53,30,0,14,37
260.0,60,44,14,53,30,0,14,37
270.0,60,44,14,53,30,0,14,37
280.0,60,44,14,54,30,0,14,38
290.0,60,44,14,55,30,0,14,39
300.0,60,44,14,55,30,0,14,39
310.0,60,44,14,55,30,0,14,39
