Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,10,0,11,10,0,0,8
70.0,24,14,2,14,12,0,2,10
80.0,24,15,2,16,13,0,2,12
90.0,32,16,2,19,14,0,2,13
100.0,32,22,3,20,19,0,3,13
110.0,36,22,3,22,19,0,3,14
120.0,36,26,4,26,22,0,4,18
130.0,44,27,5,28,22,0,5,20
140.0,44,32,5,29,27,0,5,21
150.0,48,35,8,31,27,0,8,23
160.0,48,38,9,35,29,0,9,27
170.0,56,39,11,36,28,0,11,28
180.0,56,43,13,36,30,0,13,28
190.0,60,48,14,36,34,0,14,28
200.0,60,49,17,42,32,0,17,34
210.0,60,52,17,43,35,0,17,35
220.0,60,52,21,44,31,0,21,36
230.0,60,52,22,44,30,0,22,36
240.0,60,52,22,45,30,0,22,37
250.0,60,52,22,46,30,0,22,38
260.0,60,52,22,46,30,0,22,38
270.0,60,52,22,47,30,0,22,39
280.0,60,52,22,48,30,0,22,40
290.0,60,52,22,50,30,0,22,42
300.0,60,52,22,51,30,0,22,43
310.0,60,52,22,51,30,0,22,43
