Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,7,0,8,7,0,0,5
60.0,20,9,0,12,9,0,0,7
70.0,24,13,0,15,13,0,0,10
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,0,26,19,0,0,15
120.0,36,21,2,29,19,0,2,18
130.0,44,21,2,33,19,0,2,20
140.0,44,25,2,34,23,0,2,20
150.0,48,28,4,35,24,0,4,20
160.0,48,29,5,38,25,1,4,23
170.0,56,31,6,39,26,1,5,24
180.0,56,35,8,40,28,1,7,25
190.0,60,40,9,40,32,1,8,25
200.0,60,42,14,42,29,1,13,27
210.0,60,44,15,43,30,1,14,28
220.0,60,44,17,44,28,1,16,29
230.0,60,44,18,44,27,1,17,29
240.0,60,44,18,45,27,1,17,30
250.0,60,44,18,45,27,1,17,30
260.0,60,44,18,45,27,1,17,30
270.0,60,44,18,47,27,1,17,32
280.0,60,44,18,48,27,1,17,32
290.0,60,44,18,49,27,1,17,33
300.0,60,44,18,51,27,1,17,35
310.0,60,44,18,51,27,1,17,35
