Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,9,0,12,9,0,0,9
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,25,20,0,0,15
120.0,36,24,3,28,21,0,3,18
130.0,44,26,3,32,23,0,3,22
140.0,44,33,3,32,30,0,3,22
150.0,48,34,5,36,29,0,5,26
160.0,48,36,7,37,29,0,7,27
170.0,56,37,9,38,28,0,9,28
180.0,56,43,11,39,32,0,11,29
190.0,60,45,13,39,32,0,13,29
200.0,60,46,18,41,28,0,18,31
210.0,60,50,19,41,31,0,19,31
220.0,60,50,21,43,29,0,21,33
230.0,60,50,21,44,29,0,21,34
240.0,60,50,21,46,29,0,21,36
250.0,60,50,21,46,29,0,21,36
260.0,60,50,21,46,29,0,21,36
270.0,60,50,21,46,29,0,21,36
280.0,60,50,21,48,29,0,21,38
290.0,60,50,21,48,29,0,21,38
300.0,60,50,21,51,29,0,21,41
310.0,60,50,21,53,29,0,21,43
