Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,2,6,0,0,1
40.0,12,7,2,5,6,1,1,4
50.0,20,8,2,6,7,1,1,4
60.0,20,12,4,9,9,1,3,6
70.0,24,14,5,10,10,1,4,7
80.0,24,17,6,13,12,1,5,10
90.0,32,18,7,15,12,1,6,12
100.0,32,22,8,16,16,2,6,13
110.0,36,25,9,18,18,2,7,15
120.0,36,27,12,20,18,3,9,17
130.0,44,29,14,21,18,3,11,18
140.0,44,36,15,22,24,3,12,19
150.0,48,38,20,23,21,3,17,20
160.0,48,40,21,25,22,3,18,21
170.0,56,41,23,26,21,3,20,22
180.0,56,44,25,29,22,3,22,25
190.0,60,50,26,30,27,3,23,26
200.0,60,52,30,32,25,3,27,28
210.0,60,54,32,34,25,3,29,30
220.0,60,54,34,36,23,3,31,31
230.0,60,54,35,36,22,3,32,31
240.0,60,54,35,37,22,3,32,32
250.0,60,54,35,39,22,3,32,34
260.0,60,54,35,40,22,3,32,35
270.0,60,54,35,42,22,3,32,36
280.0,60,55,36,45,21,2,34,40
290.0,60,55,36,48,21,2,34,43
300.0,60,55,36,50,21,2,34,45
310.0,60,55,36,51,21,2,34,46
