Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,13,0,11,13,0,0,8
70.0,24,14,2,12,13,1,1,9
80.0,24,17,3,15,15,1,2,12
90.0,32,20,4,18,17,1,3,15
100.0,32,24,4,20,21,1,3,17
110.0,36,26,4,23,23,1,3,20
120.0,36,30,6,26,25,1,5,23
130.0,44,32,7,28,26,1,6,25
140.0,44,39,8,28,32,1,7,25
150.0,48,40,12,29,29,1,11,26
160.0,48,41,15,29,27,1,14,26
170.0,56,43,15,32,29,1,14,29
180.0,56,47,17,32,31,1,16,29
190.0,60,52,19,36,34,1,18,32
200.0,60,53,22,40,32,1,21,36
210.0,60,56,25,40,32,1,24,36
220.0,60,56,27,40,30,1,26,36
230.0,60,56,27,41,30,1,26,37
240.0,60,56,27,42,30,1,26,38
250.0,60,56,27,42,30,1,26,38
260.0,60,56,27,44,30,1,26,40
270.0,60,56,27,46,30,1,26,42
280.0,60,56,27,50,30,1,26,46
290.0,60,56,27,50,30,1,26,46
300.0,60,56,27,52,30,1,26,48
310.0,60,56,27,52,30,1,26,48
