Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,11,0,11,11,0,0,8
70.0,24,13,0,14,13,0,0,9
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,0,26,19,0,0,15
120.0,36,20,0,30,20,0,0,19
130.0,44,21,0,33,21,0,0,20
140.0,44,24,0,35,24,0,0,21
150.0,48,28,2,39,26,0,2,23
160.0,48,29,2,41,27,0,2,25
170.0,56,29,3,44,27,1,2,27
180.0,56,33,4,45,30,1,3,28
190.0,60,38,6,45,33,1,5,28
200.0,60,39,7,49,33,1,6,32
210.0,60,41,10,49,33,2,8,32
220.0,60,41,11,50,32,2,9,33
230.0,60,41,12,51,31,2,10,34
240.0,60,41,12,51,31,2,10,34
250.0,60,41,12,51,31,2,10,34
260.0,60,41,12,51,31,2,10,34
270.0,60,41,12,52,31,2,10,35
280.0,60,41,12,52,31,2,10,35
290.0,60,41,12,53,31,2,10,35
300.0,60,41,12,53,31,2,10,35
310.0,60,41,12,55,31,2,10,37
