Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,8,0,3,8,0,0,3
40.0,12,8,0,6,8,0,0,6
50.0,20,10,0,8,10,0,0,6
60.0,20,12,0,12,12,0,0,10
70.0,24,14,0,13,14,0,0,10
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,27,20,0,0,17
120.0,36,20,0,30,20,0,0,20
130.0,44,22,0,34,22,0,0,22
140.0,44,26,0,35,26,0,0,22
150.0,48,27,2,38,25,0,2,23
160.0,48,28,2,41,26,0,2,26
170.0,56,29,4,43,26,1,3,26
180.0,56,32,5,43,28,1,4,26
190.0,60,38,7,44,32,1,6,27
200.0,60,39,9,48,31,1,8,31
210.0,60,41,10,48,32,1,9,31
220.0,60,41,12,50,31,2,10,33
230.0,60,41,13,50,30,2,11,33
240.0,60,41,13,50,30,2,11,33
250.0,60,41,13,50,30,2,11,33
260.0,60,41,13,50,30,2,11,33
270.0,60,41,13,51,30,2,11,34
280.0,60,41,13,51,30,2,11,34
290.0,60,41,13,52,30,2,11,34
300.0,60,41,13,53,30,2,11,35
310.0,60,41,13,53,30,2,11,35
