Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,9,0,12,9,0,0,8
70.0,24,12,0,14,12,0,0,10
80.0,24,12,0,18,12,0,0,12
90.0,32,12,0,22,12,0,0,12
100.0,32,16,0,23,16,0,0,12
110.0,36,17,0,26,17,0,0,14
120.0,36,18,0,30,18,0,0,17
130.0,44,19,0,34,19,0,0,19
140.0,44,23,0,35,23,0,0,19
150.0,48,26,0,42,26,0,0,24
160.0,48,27,0,42,27,0,0,24
170.0,56,27,0,46,27,0,0,27
180.0,56,29,0,47,29,0,0,27
190.0,60,36,0,49,36,0,0,29
200.0,60,37,0,54,37,0,0,34
210.0,60,37,0,58,37,0,0,36
220.0,60,37,0,59,37,0,0,37
230.0,60,37,0,60,37,0,0,37
240.0,60,37,0,60,37,0,0,37
250.0,60,37,0,60,37,0,0,37
260.0,60,37,0,60,37,0,0,37
270.0,60,37,0,60,37,0,0,37
280.0,60,37,0,60,37,0,0,37
290.0,60,37,0,60,37,0,0,37
300.0,60,37,0,60,37,0,0,37
310.0,60,37,0,60,37,0,0,37
