Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,9,2,4,7,0,2,3
50.0,20,10,2,6,8,0,2,4
60.0,20,12,2,8,10,0,2,6
70.0,24,16,5,11,11,0,5,9
80.0,24,19,7,12,12,0,7,10
90.0,32,22,8,15,14,0,8,13
100.0,32,25,8,16,17,0,8,14
110.0,36,28,9,17,19,0,9,15
120.0,36,32,15,17,17,0,15,15
130.0,44,34,17,17,17,0,17,15
140.0,44,37,19,18,18,0,19,16
150.0,48,42,22,20,20,0,22,18
160.0,48,43,24,23,19,0,24,21
170.0,56,45,26,24,19,0,26,22
180.0,56,50,28,24,22,0,28,22
190.0,60,54,30,24,24,0,30,22
200.0,60,56,34,29,22,0,34,27
210.0,60,58,37,30,21,0,37,28
220.0,60,58,38,32,20,0,38,30
230.0,60,58,39,33,19,0,39,31
240.0,60,58,39,38,19,0,39,36
250.0,60,58,39,40,19,0,39,38
260.0,60,58,39,41,19,0,39,39
270.0,60,58,39,42,19,0,39,40
280.0,60,58,39,44,19,0,39,42
290.0,60,58,39,45,19,0,39,43
300.0,60,58,39,49,19,0,39,47
310.0,60,58,39,50,19,0,39,48
