Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,10,0,12,10,0,0,9
70.0,24,14,1,14,13,0,1,10
80.0,24,15,2,16,13,0,2,12
90.0,32,16,2,19,14,0,2,13
100.0,32,21,3,20,18,0,3,13
110.0,36,22,4,21,18,0,4,13
120.0,36,26,7,23,19,0,7,15
130.0,44,28,9,26,19,0,9,18
140.0,44,32,10,26,22,0,10,18
150.0,48,35,12,28,23,0,12,20
160.0,48,37,15,30,22,0,15,22
170.0,56,38,17,31,22,1,16,23
180.0,56,42,19,32,24,1,18,24
190.0,60,47,21,32,27,1,20,24
200.0,60,49,25,37,25,1,24,29
210.0,60,51,26,38,26,1,25,30
220.0,60,51,27,40,25,1,26,32
230.0,60,51,28,41,24,1,27,33
240.0,60,51,28,44,24,1,27,36
250.0,60,51,28,44,24,1,27,36
260.0,60,51,28,45,24,1,27,37
270.0,60,51,28,46,24,1,27,38
280.0,60,51,28,48,24,1,27,40
290.0,60,51,28,49,24,1,27,41
300.0,60,51,28,51,24,1,27,42
310.0,60,51,28,51,24,1,27,42
