Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,7,0,8,7,0,0,5
60.0,20,9,0,12,9,0,0,7
70.0,24,13,0,15,13,0,0,10
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,19,0,25,19,0,0,14
120.0,36,20,2,30,18,0,2,19
130.0,44,22,4,32,18,0,4,20
140.0,44,27,4,33,23,0,4,20
150.0,48,29,6,36,23,0,6,22
160.0,48,31,7,37,24,0,7,23
170.0,56,32,9,38,23,0,9,24
180.0,56,36,11,38,26,1,10,24
190.0,60,40,13,38,28,1,12,24
200.0,60,42,15,42,28,1,14,28
210.0,60,44,17,42,28,1,16,28
220.0,60,45,20,42,26,1,19,28
230.0,60,45,20,43,26,1,19,29
240.0,60,45,20,43,26,1,19,29
250.0,60,45,20,45,26,1,19,31
260.0,60,45,20,45,26,1,19,31
270.0,60,45,20,48,26,1,19,34
280.0,60,45,20,48,26,1,19,34
290.0,60,45,20,49,26,1,19,35
300.0,60,45,20,51,26,1,19,37
310.0,60,45,20,52,26,1,19,38
