Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,11,0,12,11,0,0,8
70.0,24,13,0,15,13,0,0,11
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,18,0,26,18,0,0,15
120.0,36,19,1,29,18,0,1,17
130.0,44,21,2,33,19,0,2,19
140.0,44,24,2,34,22,0,2,20
150.0,48,27,4,39,24,1,3,24
160.0,48,29,4,39,26,1,3,24
170.0,56,30,5,42,26,1,4,26
180.0,56,33,7,42,28,2,5,26
190.0,60,38,8,43,32,2,6,27
200.0,60,39,12,45,29,2,10,29
210.0,60,42,14,46,30,2,12,30
220.0,60,42,15,48,29,2,13,32
230.0,60,42,16,48,28,2,14,32
240.0,60,42,16,49,28,2,14,33
250.0,60,42,16,49,28,2,14,33
260.0,60,42,16,49,28,2,14,33
270.0,60,42,16,51,28,2,14,34
280.0,60,42,16,51,28,2,14,34
290.0,60,42,16,51,28,2,14,34
300.0,60,42,16,52,28,2,14,35
310.0,60,42,16,52,28,2,14,35
