Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,0,25,19,0,0,14
120.0,36,19,0,30,19,0,0,19
130.0,44,21,0,34,21,0,0,21
140.0,44,25,0,35,25,0,0,21
150.0,48,27,0,40,27,0,0,24
160.0,48,28,0,42,28,0,0,26
170.0,56,29,0,46,29,0,0,28
180.0,56,32,0,47,32,0,0,29
190.0,60,37,0,49,37,0,0,31
200.0,60,37,5,52,33,1,4,34
210.0,60,38,7,52,33,2,5,34
220.0,60,39,10,53,32,3,7,34
230.0,60,39,11,53,31,3,8,34
240.0,60,39,11,53,31,3,8,34
250.0,60,39,11,53,31,3,8,34
260.0,60,39,11,53,31,3,8,34
270.0,60,39,11,53,31,3,8,34
280.0,60,39,11,53,31,3,8,34
290.0,60,39,11,53,31,3,8,34
300.0,60,39,11,53,31,3,8,34
310.0,60,39,11,53,31,3,8,34
