Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,8,2,5,6,0,2,4
50.0,20,9,2,6,7,0,2,4
60.0,20,13,3,10,10,0,3,7
70.0,24,15,3,11,12,0,3,8
80.0,24,18,4,15,14,0,4,12
90.0,32,20,5,18,15,0,5,14
100.0,32,24,5,18,19,0,5,14
110.0,36,27,6,20,21,0,6,16
120.0,36,29,10,23,19,0,10,19
130.0,44,32,12,24,20,0,12,20
140.0,44,36,12,25,24,0,12,21
150.0,48,38,18,25,20,0,18,21
160.0,48,41,20,26,21,0,20,22
170.0,56,43,22,26,21,0,22,22
180.0,56,45,25,29,20,0,25,25
190.0,60,51,28,29,23,0,28,25
200.0,60,52,32,30,21,1,31,26
210.0,60,55,34,31,22,1,33,27
220.0,60,55,36,33,20,1,35,29
230.0,60,55,37,34,19,1,36,30
240.0,60,55,37,36,19,1,36,32
250.0,60,55,37,38,19,1,36,34
260.0,60,55,37,38,19,1,36,34
270.0,60,55,37,40,19,1,36,36
280.0,60,55,37,45,19,1,36,41
290.0,60,55,37,46,19,1,36,42
300.0,60,55,37,48,19,1,36,44
310.0,60,55,37,50,19,1,36,46
