Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,11,0,12,11,0,0,8
70.0,24,13,2,13,11,0,2,9
80.0,24,19,3,16,17,1,2,12
90.0,32,19,4,18,16,1,3,14
100.0,32,24,4,20,21,1,3,16
110.0,36,25,4,23,22,1,3,19
120.0,36,29,6,25,24,1,5,21
130.0,44,31,6,29,26,1,5,25
140.0,44,37,6,29,32,1,5,25
150.0,48,39,10,30,30,1,9,26
160.0,48,39,11,33,29,1,10,29
170.0,56,42,11,35,32,1,10,31
180.0,56,47,12,37,36,1,11,33
190.0,60,51,14,37,38,1,13,33
200.0,60,54,17,41,38,1,16,36
210.0,60,55,19,41,37,1,18,36
220.0,60,55,20,44,36,1,19,39
230.0,60,55,20,45,36,1,19,40
240.0,60,55,20,47,36,1,19,42
250.0,60,55,20,47,36,1,19,42
260.0,60,55,20,47,36,1,19,42
270.0,60,55,20,48,36,1,19,43
280.0,60,55,20,50,36,1,19,45
290.0,60,55,20,52,36,1,19,47
300.0,60,55,20,52,36,1,19,47
310.0,60,55,20,53,36,1,19,48
