Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,2,6,0,0,1
40.0,12,7,0,6,7,0,0,4
50.0,20,8,0,8,8,0,0,4
60.0,20,10,0,11,10,0,0,7
70.0,24,13,0,13,13,0,0,8
80.0,24,13,0,18,13,0,0,13
90.0,32,13,0,22,13,0,0,13
100.0,32,17,0,23,17,0,0,13
110.0,36,18,0,26,18,0,0,14
120.0,36,18,0,30,18,0,0,18
130.0,44,20,0,34,20,0,0,20
140.0,44,24,0,35,24,0,0,20
150.0,48,25,0,39,25,0,0,21
160.0,48,26,0,42,26,0,0,24
170.0,56,26,0,46,26,0,0,26
180.0,56,29,0,47,29,0,0,26
190.0,60,34,0,48,34,0,0,26
200.0,60,35,3,51,32,0,3,29
210.0,60,37,3,54,34,0,3,31
220.0,60,37,3,56,34,0,3,33
230.0,60,37,3,57,34,0,3,34
240.0,60,37,3,57,34,0,3,34
250.0,60,37,3,57,34,0,3,34
260.0,60,37,3,57,34,0,3,34
270.0,60,37,3,57,34,0,3,34
280.0,60,37,3,57,34,0,3,34
290.0,60,37,3,57,34,0,3,34
300.0,60,37,3,57,34,0,3,34
310.0,60,37,3,57,34,0,3,34
