Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,9,0,11,9,0,0,8
70.0,24,14,0,13,14,0,0,9
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,24,20,0,0,14
120.0,36,22,3,28,19,0,3,18
130.0,44,22,3,31,19,0,3,19
140.0,44,28,3,33,25,0,3,20
150.0,48,29,3,36,26,0,3,22
160.0,48,33,5,39,28,0,5,25
170.0,56,33,5,40,28,0,5,26
180.0,56,37,8,42,29,0,8,28
190.0,60,42,10,42,32,0,10,28
200.0,60,43,14,45,29,0,14,31
210.0,60,46,15,46,31,0,15,32
220.0,60,46,18,46,28,0,18,32
230.0,60,46,19,46,27,0,19,32
240.0,60,46,19,48,27,0,19,34
250.0,60,46,19,48,27,0,19,34
260.0,60,46,19,48,27,0,19,34
270.0,60,46,19,48,27,0,19,34
280.0,60,46,19,49,27,0,19,35
290.0,60,46,19,49,27,0,19,35
300.0,60,46,19,51,27,0,19,37
310.0,60,46,19,52,27,0,19,38
