Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,9,0,11,9,0,0,8
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,25,20,0,0,15
120.0,36,20,0,30,20,0,0,20
130.0,44,22,0,34,22,0,0,22
140.0,44,25,0,35,25,0,0,22
150.0,48,28,2,39,26,0,2,24
160.0,48,30,2,41,28,0,2,26
170.0,56,32,2,43,30,0,2,28
180.0,56,36,2,45,34,0,2,30
190.0,60,40,3,47,37,0,3,32
200.0,60,40,6,48,35,1,5,33
210.0,60,44,9,49,36,1,8,34
220.0,60,44,9,52,36,1,8,37
230.0,60,44,10,52,35,1,9,37
240.0,60,44,10,52,35,1,9,37
250.0,60,44,11,52,34,1,10,37
260.0,60,44,11,52,34,1,10,37
270.0,60,44,11,52,34,1,10,37
280.0,60,44,11,53,34,1,10,38
290.0,60,44,11,53,34,1,10,38
300.0,60,44,11,53,34,1,10,38
310.0,60,44,11,54,34,1,10,39
