Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,13,0,12,13,0,0,9
70.0,24,14,0,15,14,0,0,12
80.0,24,16,2,16,15,1,1,13
90.0,32,20,3,18,18,1,2,15
100.0,32,24,4,19,21,1,3,16
110.0,36,26,7,20,20,1,6,17
120.0,36,28,7,23,22,1,6,19
130.0,44,30,8,25,23,1,7,20
140.0,44,34,10,25,25,1,9,20
150.0,48,38,14,25,25,1,13,20
160.0,48,39,16,26,24,1,15,21
170.0,56,41,19,26,23,1,18,21
180.0,56,46,20,28,27,1,19,23
190.0,60,49,22,28,28,1,21,23
200.0,60,51,27,32,25,1,26,26
210.0,60,54,31,33,24,1,30,27
220.0,60,54,32,34,23,1,31,28
230.0,60,54,32,37,23,1,31,31
240.0,60,54,32,39,23,1,31,33
250.0,60,54,32,39,23,1,31,33
260.0,60,54,32,42,23,1,31,36
270.0,60,54,32,44,23,1,31,38
280.0,60,54,32,49,23,1,31,43
290.0,60,54,32,50,23,1,31,44
300.0,60,54,32,51,23,1,31,45
310.0,60,54,32,52,23,1,31,46
