Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,13,0,10,13,0,0,7
70.0,24,15,0,14,15,0,0,11
80.0,24,15,0,18,15,0,0,15
90.0,32,15,0,22,15,0,0,15
100.0,32,19,0,23,19,0,0,15
110.0,36,21,0,26,21,0,0,17
120.0,36,21,0,30,21,0,0,21
130.0,44,23,2,32,21,0,2,21
140.0,44,28,2,33,26,0,2,21
150.0,48,29,4,34,25,0,4,21
160.0,48,31,4,38,27,0,4,25
170.0,56,35,4,41,31,0,4,28
180.0,56,39,4,42,35,0,4,29
190.0,60,41,4,43,37,0,4,29
200.0,60,44,6,48,38,0,6,33
210.0,60,45,7,49,38,0,7,34
220.0,60,45,7,50,38,0,7,35
230.0,60,45,9,50,36,0,9,35
240.0,60,45,10,50,35,0,10,35
250.0,60,45,10,51,35,0,10,36
260.0,60,45,10,52,35,0,10,37
270.0,60,45,10,52,35,0,10,37
280.0,60,45,10,52,35,0,10,37
290.0,60,45,10,52,35,0,10,37
300.0,60,45,10,52,35,0,10,37
310.0,60,45,10,52,35,0,10,37
