Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,0,25,20,0,0,15
120.0,36,20,0,30,20,0,0,20
130.0,44,22,2,32,20,0,2,20
140.0,44,27,2,33,25,0,2,21
150.0,48,31,5,36,26,0,5,24
160.0,48,34,5,37,29,0,5,25
170.0,56,36,5,37,31,0,5,25
180.0,56,40,7,40,33,0,7,28
190.0,60,44,8,40,36,0,8,28
200.0,60,46,12,42,34,0,12,30
210.0,60,47,16,43,31,0,16,31
220.0,60,48,17,44,31,0,17,32
230.0,60,48,17,45,31,0,17,33
240.0,60,48,17,45,31,0,17,33
250.0,60,48,17,46,31,0,17,34
260.0,60,48,17,47,31,0,17,35
270.0,60,48,17,47,31,0,17,35
280.0,60,48,17,49,31,0,17,37
290.0,60,48,17,49,31,0,17,37
300.0,60,48,17,51,31,0,17,39
310.0,60,48,17,51,31,0,17,39
