Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,9,0,12,9,0,0,8
70.0,24,13,2,14,11,0,2,9
80.0,24,15,2,16,13,0,2,11
90.0,32,15,3,19,12,0,3,12
100.0,32,21,3,20,18,0,3,12
110.0,36,21,3,22,18,0,3,13
120.0,36,23,4,27,19,0,4,18
130.0,44,23,4,29,19,0,4,18
140.0,44,29,5,30,24,0,5,18
150.0,48,31,8,32,23,0,8,19
160.0,48,34,10,34,24,0,10,21
170.0,56,34,12,34,22,0,12,21
180.0,56,37,14,36,23,0,14,23
190.0,60,43,16,36,27,0,16,23
200.0,60,44,21,40,23,0,21,27
210.0,60,46,22,41,24,0,22,28
220.0,60,47,25,42,22,0,25,29
230.0,60,47,25,43,22,0,25,30
240.0,60,47,25,43,22,0,25,30
250.0,60,47,25,43,22,0,25,30
260.0,60,47,25,44,22,0,25,31
270.0,60,47,25,45,22,0,25,32
280.0,60,47,25,48,22,0,25,35
290.0,60,47,25,49,22,0,25,36
300.0,60,47,25,50,22,0,25,37
310.0,60,47,25,51,22,0,25,38
