Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,11,0,11,11,0,0,8
70.0,24,14,2,13,12,0,2,10
80.0,24,17,2,16,15,0,2,12
90.0,32,20,5,16,15,0,5,12
100.0,32,24,5,17,19,0,5,13
110.0,36,26,6,18,20,0,6,14
120.0,36,31,8,24,23,0,8,20
130.0,44,32,8,28,24,0,8,24
140.0,44,36,8,28,28,0,8,24
150.0,48,40,10,29,30,0,10,25
160.0,48,41,11,31,30,0,11,27
170.0,56,43,12,32,31,0,12,28
180.0,56,45,14,35,31,0,14,31
190.0,60,50,14,37,36,0,14,33
200.0,60,53,15,41,38,0,15,37
210.0,60,54,15,43,39,0,15,39
220.0,60,55,16,47,39,0,16,43
230.0,60,55,16,48,39,0,16,44
240.0,60,55,16,49,39,0,16,45
250.0,60,55,16,49,39,0,16,45
260.0,60,55,16,50,39,0,16,46
270.0,60,55,16,51,39,0,16,47
280.0,60,55,16,52,39,0,16,48
290.0,60,56,16,53,40,0,16,49
300.0,60,56,16,54,40,0,16,50
310.0,60,56,16,55,40,0,16,51
