Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,13,0,14,13,0,0,10
80.0,24,13,2,16,12,1,1,12
90.0,32,15,4,18,12,1,3,12
100.0,32,21,4,19,18,1,3,12
110.0,36,21,5,21,17,1,4,13
120.0,36,24,8,25,17,1,7,17
130.0,44,25,10,27,16,1,9,18
140.0,44,32,10,28,23,1,9,19
150.0,48,32,15,30,18,1,14,21
160.0,48,34,16,34,19,1,15,25
170.0,56,37,18,34,20,1,17,25
180.0,56,42,21,34,22,1,20,25
190.0,60,45,22,34,24,1,21,25
200.0,60,47,26,39,22,1,25,29
210.0,60,49,29,40,22,2,27,30
220.0,60,49,30,42,21,2,28,32
230.0,60,49,30,43,21,2,28,33
240.0,60,49,30,44,21,2,28,34
250.0,60,49,30,45,21,2,28,35
260.0,60,49,30,45,21,2,28,35
270.0,60,49,30,46,21,2,28,36
280.0,60,49,30,47,21,2,28,37
290.0,60,49,30,49,21,2,28,39
300.0,60,49,30,52,21,2,28,42
310.0,60,49,30,53,21,2,28,43
