Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,12,0,12,12,0,0,9
70.0,24,14,0,14,14,0,0,10
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,1,26,18,0,1,16
120.0,36,23,4,26,20,1,3,16
130.0,44,25,6,27,20,1,5,17
140.0,44,30,7,27,24,1,6,17
150.0,48,32,10,29,23,1,9,19
160.0,48,34,13,29,22,1,12,19
170.0,56,36,14,29,23,1,13,19
180.0,56,41,18,29,24,1,17,19
190.0,60,45,20,29,26,1,19,19
200.0,60,46,25,30,22,1,24,20
210.0,60,48,27,31,22,1,26,21
220.0,60,49,29,31,21,1,28,21
230.0,60,49,30,31,20,1,29,21
240.0,60,49,30,35,20,1,29,24
250.0,60,49,30,38,20,1,29,27
260.0,60,49,30,38,20,1,29,27
270.0,60,49,30,39,20,1,29,28
280.0,60,49,30,43,20,1,29,32
290.0,60,49,31,44,19,1,30,33
300.0,60,49,31,49,19,1,30,38
310.0,60,49,31,51,19,1,30,40
