Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,2,6,0,0,1
40.0,12,6,0,6,6,0,0,4
50.0,20,6,0,8,6,0,0,4
60.0,20,10,0,12,10,0,0,6
70.0,24,12,2,13,10,0,2,7
80.0,24,15,3,16,12,0,3,10
90.0,32,16,4,18,12,0,4,11
100.0,32,21,4,19,17,0,4,11
110.0,36,23,5,21,18,0,5,13
120.0,36,25,6,25,19,0,6,17
130.0,44,27,7,29,20,0,7,20
140.0,44,32,7,30,25,0,7,21
150.0,48,34,12,31,23,1,11,22
160.0,48,36,12,34,25,1,11,25
170.0,56,37,14,36,24,1,13,27
180.0,56,40,16,37,25,1,15,28
190.0,60,46,18,39,29,1,17,30
200.0,60,46,21,41,26,1,20,32
210.0,60,50,22,43,29,1,21,34
220.0,60,50,24,44,27,1,23,35
230.0,60,50,24,44,27,1,23,35
240.0,60,50,24,44,27,1,23,35
250.0,60,50,24,44,27,1,23,35
260.0,60,50,24,44,27,1,23,35
270.0,60,50,24,46,27,1,23,36
280.0,60,50,24,47,27,1,23,37
290.0,60,50,24,48,27,1,23,38
300.0,60,50,24,48,27,1,23,38
310.0,60,50,24,49,27,1,23,39
