Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,19,0,27,19,0,0,17
120.0,36,19,0,30,19,0,0,19
130.0,44,21,0,33,21,0,0,20
140.0,44,25,0,35,25,0,0,21
150.0,48,29,3,37,26,0,3,22
160.0,48,30,4,40,26,0,4,25
170.0,56,32,4,42,28,0,4,27
180.0,56,37,6,44,31,0,6,29
190.0,60,41,9,44,32,0,9,29
200.0,60,42,11,48,31,0,11,33
210.0,60,44,13,48,32,1,12,33
220.0,60,44,15,49,30,1,14,34
230.0,60,44,16,49,29,1,15,34
240.0,60,44,16,49,29,1,15,34
250.0,60,44,16,49,29,1,15,34
260.0,60,44,16,49,29,1,15,34
270.0,60,44,16,51,29,1,15,36
280.0,60,44,16,51,29,1,15,36
290.0,60,44,16,51,29,1,15,36
300.0,60,44,16,52,29,1,15,37
310.0,60,44,16,52,29,1,15,37
