Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,3,6,0,0,2
40.0,12,8,2,5,7,1,1,4
50.0,20,8,2,6,7,1,1,4
60.0,20,12,2,11,11,1,1,8
70.0,24,14,4,12,11,1,3,9
80.0,24,17,4,15,14,1,3,12
90.0,32,17,5,18,13,1,4,13
100.0,32,23,5,19,19,1,4,14
110.0,36,23,5,21,19,1,4,15
120.0,36,28,7,24,22,1,6,18
130.0,44,28,7,28,22,1,6,21
140.0,44,35,7,29,29,1,6,22
150.0,48,36,9,30,28,1,8,23
160.0,48,38,10,36,29,1,9,28
170.0,56,40,12,37,29,1,11,29
180.0,56,41,12,38,30,1,11,30
190.0,60,48,13,39,36,1,12,31
200.0,60,50,18,42,33,1,17,34
210.0,60,51,20,43,32,1,19,35
220.0,60,52,22,45,31,1,21,37
230.0,60,52,22,46,31,1,21,38
240.0,60,52,22,47,31,1,21,39
250.0,60,52,22,47,31,1,21,39
260.0,60,52,22,47,31,1,21,39
270.0,60,52,22,48,31,1,21,40
280.0,60,52,22,48,31,1,21,40
290.0,60,52,22,48,31,1,21,40
300.0,60,52,22,49,31,1,21,41
310.0,60,52,22,50,31,1,21,42
