Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,1,7,0,0,0
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,11,0,11,11,0,0,8
70.0,24,15,0,14,15,0,0,11
80.0,24,15,0,18,15,0,0,15
90.0,32,15,0,22,15,0,0,15
100.0,32,19,0,23,19,0,0,15
110.0,36,21,0,26,21,0,0,17
120.0,36,22,0,30,22,0,0,21
130.0,44,24,1,33,23,0,1,22
140.0,44,29,1,34,28,0,1,23
150.0,48,31,4,35,28,1,3,24
160.0,48,35,7,35,29,1,6,24
170.0,56,35,9,36,27,1,8,25
180.0,56,39,10,37,30,1,9,26
190.0,60,44,11,37,34,1,10,26
200.0,60,44,15,39,30,1,14,28
210.0,60,48,17,41,32,1,16,30
220.0,60,48,19,41,30,1,18,30
230.0,60,48,21,41,28,1,20,30
240.0,60,48,21,41,28,1,20,30
250.0,60,48,21,41,28,1,20,30
260.0,60,48,21,42,28,1,20,31
270.0,60,48,21,42,28,1,20,31
280.0,60,48,21,46,28,1,20,35
290.0,60,48,21,49,28,1,20,37
300.0,60,48,21,52,28,1,20,40
310.0,60,48,21,53,28,1,20,41
