Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,8,2,5,6,0,2,4
50.0,20,9,2,6,7,0,2,4
60.0,20,13,4,8,9,0,4,6
70.0,24,16,7,9,10,1,6,7
80.0,24,20,8,12,13,1,7,10
90.0,32,21,8,13,14,1,7,11
100.0,32,25,10,15,16,1,9,13
110.0,36,27,12,15,16,1,11,13
120.0,36,31,16,17,16,1,15,15
130.0,44,33,18,17,16,1,17,15
140.0,44,38,19,19,20,1,18,17
150.0,48,39,23,20,17,1,22,18
160.0,48,41,25,21,17,1,24,19
170.0,56,44,27,21,18,1,26,19
180.0,56,48,31,24,18,1,30,22
190.0,60,53,34,25,20,1,33,23
200.0,60,53,37,29,17,1,36,27
210.0,60,57,38,29,20,1,37,27
220.0,60,57,41,31,17,1,40,29
230.0,60,57,41,33,17,1,40,30
240.0,60,57,41,37,17,1,40,34
250.0,60,57,41,39,17,1,40,36
260.0,60,57,41,40,17,1,40,37
270.0,60,57,41,42,17,1,40,39
280.0,60,57,41,46,17,1,40,43
290.0,60,57,41,47,17,1,40,44
300.0,60,57,41,51,17,1,40,48
310.0,60,57,41,51,17,1,40,48
