Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,8,0,12,8,0,0,8
70.0,24,13,2,14,11,0,2,9
80.0,24,17,4,16,13,0,4,11
90.0,32,19,6,18,13,0,6,13
100.0,32,24,6,18,18,0,6,13
110.0,36,27,10,19,17,0,10,14
120.0,36,28,12,22,16,0,12,17
130.0,44,31,13,25,18,0,13,20
140.0,44,35,13,25,22,0,13,20
150.0,48,37,19,26,19,1,18,21
160.0,48,40,21,26,20,1,20,21
170.0,56,41,24,26,18,1,23,21
180.0,56,46,26,27,21,1,25,22
190.0,60,50,27,27,24,1,26,22
200.0,60,52,32,29,21,1,31,24
210.0,60,54,34,31,21,1,33,26
220.0,60,54,37,32,18,1,36,27
230.0,60,54,38,34,17,1,37,29
240.0,60,54,38,36,17,1,37,31
250.0,60,54,38,37,17,1,37,32
260.0,60,54,38,37,17,1,37,32
270.0,60,54,38,40,17,1,37,35
280.0,60,54,38,42,17,1,37,36
290.0,60,54,38,46,17,1,37,40
300.0,60,54,38,48,17,1,37,42
310.0,60,54,38,48,17,1,37,42
