Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,9,0,12,9,0,0,8
70.0,24,13,2,13,11,0,2,8
80.0,24,16,3,16,13,0,3,11
90.0,32,17,4,18,13,0,4,12
100.0,32,21,4,20,17,0,4,13
110.0,36,24,5,20,19,0,5,13
120.0,36,26,9,22,17,0,9,15
130.0,44,29,11,23,18,0,11,16
140.0,44,34,12,23,22,0,12,16
150.0,48,37,16,23,21,0,16,16
160.0,48,39,20,24,19,0,20,17
170.0,56,40,22,24,18,0,22,17
180.0,56,43,25,24,18,0,25,17
190.0,60,49,28,26,21,0,28,19
200.0,60,49,31,29,18,0,31,22
210.0,60,52,34,31,18,0,34,24
220.0,60,53,35,32,18,0,35,25
230.0,60,53,36,34,17,0,36,27
240.0,60,53,36,38,17,0,36,31
250.0,60,53,36,40,17,0,36,33
260.0,60,53,36,41,17,0,36,34
270.0,60,53,36,45,17,0,36,38
280.0,60,53,36,47,17,0,36,40
290.0,60,53,36,49,17,0,36,42
300.0,60,53,36,52,17,0,36,45
310.0,60,53,36,52,17,0,36,45
