Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,9,2,5,7,0,2,4
50.0,20,10,2,6,8,0,2,4
60.0,20,14,2,9,12,0,2,7
70.0,24,16,3,12,13,0,3,10
80.0,24,18,4,16,14,0,4,14
90.0,32,21,4,19,17,0,4,16
100.0,32,24,4,20,20,0,4,17
110.0,36,27,4,20,23,0,4,17
120.0,36,31,8,25,23,0,8,22
130.0,44,32,8,29,24,0,8,25
140.0,44,37,8,29,29,0,8,25
150.0,48,39,8,31,31,0,8,26
160.0,48,41,13,33,28,0,13,28
170.0,56,42,15,34,27,0,15,29
180.0,56,47,18,34,29,0,18,29
190.0,60,51,19,34,32,0,19,29
200.0,60,52,24,37,28,0,24,32
210.0,60,55,26,38,29,0,26,33
220.0,60,55,27,38,28,0,27,33
230.0,60,55,28,38,27,0,28,33
240.0,60,55,28,41,27,0,28,36
250.0,60,55,28,41,27,0,28,36
260.0,60,55,28,41,27,0,28,36
270.0,60,55,28,41,27,0,28,36
280.0,60,55,29,45,26,0,29,40
290.0,60,55,29,47,26,0,29,42
300.0,60,55,29,50,26,0,29,45
310.0,60,55,29,50,26,0,29,45
